MP_Name,State,Constituency,Allocated_Amount,Total_Fund_Utilized,Balance_Allocated_Limit,Utilization_Percent,pace_band,pace_note
Shri Arjun Ram Meghwal,Rajasthan,BIKANER(SC),147000000.0,3520998.0,143479002.0,2.4,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ANANTA NAYAK,Odisha,KEONJHAR(ST),147000000.0,3574978.0,143425022.0,2.43,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR KALGE SHIVAJI BANDAPPA,Maharashtra,LATUR(SC),147000000.0,3585791.0,143414209.0,2.44,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
THARANIVENTHAN M S,Tamil Nadu,ARANI,168337124.35,4124340.0,164212784.35,2.45,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Rajeshbhai Naranbhai Chudasama,Gujarat,JUNAGADH,147000000.0,3594748.0,143405252.0,2.45,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Jitendra Singh,Jammu And Kashmir,UDHAMPUR,147000000.0,3646269.0,143353731.0,2.48,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shyamkumar,Maharashtra,RAMTEK(SC),147000000.0,3663116.0,143336884.0,2.49,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Magunta Sreenivasulu Reddy,Andhra Pradesh,ONGOLE,147000000.0,3720853.0,143279147.0,2.53,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SHASHANK MANI,Uttar Pradesh,DEORIA,147000000.0,3744403.0,143255597.0,2.55,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),147000000.0,3765690.0,143234310.0,2.56,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Alok Kumar Suman,Bihar,GOPALGANJ (SC),147000000.0,3791455.0,143208545.0,2.58,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
VISHAL,Maharashtra,SANGLI,147000000.0,3786952.0,143213048.0,2.58,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
NALIN SOREN,Jharkhand,DUMKA(ST),147364097.11,3837500.0,143526597.11,2.6,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,4838642.0,179919877.11,2.62,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ARUNA. D. K,Telangana,MAHABUBNAGAR,147000000.0,3885961.0,143114039.0,2.64,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri Jugal Kishore Sharma,Jammu And Kashmir,JAMMU,147000000.0,3882760.0,143117240.0,2.64,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
PRADEEP PUROHIT,Odisha,BARGARH,147000000.0,3896397.0,143103603.0,2.65,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
PHANI BHUSAN CHOUDHURY,Assam,BARPETA,147000000.0,3970239.0,143029761.0,2.7,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MURLIDHAR MOHOL,Maharashtra,PUNE,147000000.0,3982771.0,143017229.0,2.71,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Appalanaidu Kalisetti,Andhra Pradesh,VIZIANAGARAM,147000000.0,4032405.0,142967595.0,2.74,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ROOP KUMARI CHOUDHARY,Chhattisgarh,MAHASAMUND,153035414.0,4200667.0,148834747.0,2.74,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Sanjay Uttamrao Deshmukh,Maharashtra,YAVATMAL-WASHIM,185640423.0,5157991.0,180482432.0,2.78,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),269500000.0,7600000.0,261900000.0,2.82,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Vinod Chavda,Gujarat,KACHCHH(SC),147000000.0,4159071.0,142840929.0,2.83,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
GM Harish Balayogi,Andhra Pradesh,AMALAPURAM(SC),147000000.0,4160499.0,142839501.0,2.83,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR C N MANJUNATH,Karnataka,BANGALORE RURAL,147000000.0,4217173.0,142782827.0,2.87,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAMESH AWASTHI,Uttar Pradesh,KANPUR,147000000.0,4239094.0,142760906.0,2.88,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SELVAGANAPATHI T M,Tamil Nadu,SALEM,147000000.0,4244214.0,142755786.0,2.89,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MANISH TEWARI,Chandigarh,CHANDIGARH,178351443.75,5157132.0,173194311.75,2.89,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Mala Rajya Laxmi Shah,Uttarakhand,TEHRI GARHWAL,147000000.0,4265729.0,142734271.0,2.9,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ANDREW J. SYNGKON,Meghalaya,SHILLONG,98000000.0,2850000.0,95150000.0,2.91,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
NARAYAN DAS AHIRWAR,Uttar Pradesh,JALAUN(SC),147000000.0,4315587.0,142684413.0,2.94,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SANJAY DINA PATIL,Maharashtra,MUMBAI NORTH EAST,147000000.0,4395727.0,142604273.0,2.99,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Dr Shashi Tharoor,Kerala,THIRUVANANTHAPURAM,147000000.0,4461083.0,142538917.0,3.03,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
JAGADISH SHETTAR,Karnataka,BELGAUM,147000000.0,4479571.0,142520429.0,3.05,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri Hanuman Beniwal,Rajasthan,NAGAUR,147000000.0,4497853.0,142502147.0,3.06,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
CHANDRA SHEKHAR,Uttar Pradesh,NAGINA(SC),147000000.0,4501081.0,142498919.0,3.06,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BRIJENDRA SINGH OLA,Rajasthan,JHUNJHUNU,147000000.0,4598777.0,142401223.0,3.13,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Maharashtra,SATARA,147000000.0,4599549.0,142400451.0,3.13,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAKIBUL HUSSAIN,Assam,DHUBRI,147000000.0,4619986.0,142380014.0,3.14,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Abu Taher Khan,West Bengal,MURSHIDABAD,147000000.0,4613147.0,142386853.0,3.14,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR BYREDDY SHABARI,Andhra Pradesh,NANDYAL,150675889.11,4791685.0,145884204.11,3.18,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
GOPINATH K,Tamil Nadu,KRISHNAGIRI,147000000.0,4683793.0,142316207.0,3.19,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR. RAJ KUMAR CHABBEWAL,Punjab,HOSHIARPUR(SC),147000000.0,4690268.0,142309732.0,3.19,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Pralhad Venkatesh Joshi,Karnataka,DHARWAD,147000000.0,4682370.0,142317630.0,3.19,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ADV K FRANCIS GEORGE,Kerala,KOTTAYAM,188722256.11,6112211.0,182610045.11,3.24,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Jyotsna Charandas Mahant,Chhattisgarh,KORBA,155153738.11,5064847.0,150088891.11,3.26,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR. SHARMILA SARKAR,West Bengal,BARDHAMAN PURBA(SC),147000000.0,4803956.0,142196044.0,3.27,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Mahesh Sharma,Uttar Pradesh,GAUTAM BUDDHA NAGAR,148816284.11,4878618.0,143937666.11,3.28,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ABDUL RASHID SHEIKH,Jammu And Kashmir,BARAMULLAH,154773472.11,5096157.0,149677315.11,3.29,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RICHARD VANLALHMANGAIHA,Mizoram,MIZORAM (ST),147000000.0,4865000.0,142135000.0,3.31,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RANJIT DUTTA,Assam,Sonitpur,147000000.0,4863451.0,142136549.0,3.31,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
KALIPADA SAREN,West Bengal,JHARGRAM(ST),147000000.0,4881631.0,142118369.0,3.32,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Smt Himadri Singh,Madhya Pradesh,SHAHDOL (ST),150724861.11,5003035.0,145721826.11,3.32,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Thirumaa Valavan Thol,Tamil Nadu,CHIDAMBARAM(SC),147000000.0,4877025.0,142122975.0,3.32,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAJPALSINH MAHENDRASINH JADAV,Gujarat,PANCHMAHAL,147000000.0,4892406.0,142107594.0,3.33,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SAGAR ESHWAR KHANDRE,Karnataka,BIDAR,147000000.0,4907250.0,142092750.0,3.34,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Thiru Dayanidhi Maran,Tamil Nadu,CHENNAI CENTRAL,147000000.0,4909657.0,142090343.0,3.34,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
CHIRAG PASWAN,Bihar,HAJIPUR(SC),147000000.0,4946094.0,142053906.0,3.36,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MALVIKA DEVI,Odisha,KALAHANDI,147000000.0,5000000.0,142000000.0,3.4,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BASAVARAJ BOMMAI,Karnataka,HAVERI,147000000.0,4993850.0,142006150.0,3.4,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
LALJI VERMA,Uttar Pradesh,AMBEDKAR NAGAR,147000000.0,5041067.0,141958933.0,3.43,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
PATHAN YUSUF,West Bengal,BAHARAMPUR,147000000.0,5047497.0,141952503.0,3.43,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
KADIYAM KAVYA,Telangana,WARANGEL(SC),147000000.0,5039888.0,141960112.0,3.43,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Mitesh Rameshbhai Bakabhai Patel,Gujarat,ANAND,147000000.0,5070233.0,141929767.0,3.45,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Rahul Kaswan,Rajasthan,CHURU,147000000.0,5082523.0,141917477.0,3.46,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SHOBHANABEN MAHENDRASINH BARAIYA,Gujarat,SABARKANTHA,147000000.0,5100000.0,141900000.0,3.47,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Krishan Pal Gurjar,Haryana,FARIDABAD,147000000.0,5101883.0,141898117.0,3.47,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,190289442.0,6649838.0,183639604.0,3.49,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
GAIKWAD VARSHA EKNATH,Maharashtra,MUMBAI NORTH-CENTRAL,147000000.0,5146090.0,141853910.0,3.5,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
PRIYANKA SATISH JARKIHOLI,Karnataka,CHIKKODI,147000000.0,5160940.0,141839060.0,3.51,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MANOJ KUMAR,Bihar,SASARAM(SC),147000000.0,5176465.0,141823535.0,3.52,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
KRISHNA DEVI SHIVSHANKER PATEL,Uttar Pradesh,BANDA,147000000.0,5186581.0,141813419.0,3.53,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MAHESH KASHYAP,Chhattisgarh,BASTAR(ST),147000000.0,5183497.0,141816503.0,3.53,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Y S Avinash Reddy,Andhra Pradesh,KADAPA,156430260.11,5524116.0,150906144.11,3.53,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Parvatagouda Chandanagouda Gaddigoudar,Karnataka,BAGALKOT,167541747.11,5971097.0,161570650.11,3.56,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Putta Mahesh Kumar,Andhra Pradesh,ELURU,147000000.0,5238192.0,141761808.0,3.56,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri Bhartruhari Mahtab,Odisha,CUTTACK,147000000.0,5265034.0,141734966.0,3.58,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Virendra Kumar,Madhya Pradesh,TIKAMGARH(SC),147000000.0,5260792.0,141739208.0,3.58,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
LOVELY ANAND,Bihar,SHEOHAR,147000000.0,5263932.0,141736068.0,3.58,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ARUN NEHRU,Tamil Nadu,PERAMBALUR,147000000.0,5267430.0,141732570.0,3.58,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BAIJAYANT PANDA,Odisha,KENDRAPARA,147000000.0,5298788.0,141701212.0,3.6,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Vishnu Dutt Sharma,Madhya Pradesh,KHAJURAHO,147000000.0,5320000.0,141680000.0,3.62,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BISHNU PADA RAY,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,147000000.0,5329861.0,141670139.0,3.63,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MURASOLI S,Tamil Nadu,THANJAVUR,147000000.0,5356695.0,141643305.0,3.64,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Adv Dean Kuriakose,Kerala,IDUKKI,147000000.0,5368783.0,141631217.0,3.65,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Smt Poonamben Hematbhai Maadam,Gujarat,JAMNAGAR,147000000.0,5384934.0,141615066.0,3.66,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAMASAHAYAM RAGHURAM REDDY,Telangana,KHAMMAM,147000000.0,5402622.0,141597378.0,3.68,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Kishan Reddy Gangapuram,Telangana,SECUNDERABAD,147000000.0,5422994.0,141577006.0,3.69,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BHUMARE SANDIPANRAO ASARAM,Maharashtra,AURANGABAD_MH,147000000.0,5473824.0,141526176.0,3.72,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
UJJWAL RAMAN SINGH,Uttar Pradesh,ALLAHABAD,147000000.0,5485285.0,141514715.0,3.73,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ADITYA YADAV,Uttar Pradesh,BADAUN,147000000.0,5503015.0,141496985.0,3.74,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri Chandra Prakash Choudhary,Jharkhand,GIRIDIH,147000000.0,5540177.0,141459823.0,3.77,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Maddila Gurumoorthy,Andhra Pradesh,TIRUPATI(SC),180399007.0,6810524.0,173588483.0,3.78,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
KALYAN VAIJINATHRAO KALE,Maharashtra,JALNA,147000000.0,5570658.0,141429342.0,3.79,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
M.K. VISHNUPRASAD,Tamil Nadu,CUDDALORE,147000000.0,5586728.0,141413272.0,3.8,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DEEPENDER SINGH HOODA,Haryana,ROHTAK,147000000.0,5644318.0,141355682.0,3.84,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Saumitra khan,West Bengal,BISHNUPUR(SC),147000000.0,5649400.0,141350600.0,3.84,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ATUL GARG,Uttar Pradesh,GHAZIABAD,155336470.0,6045905.0,149290565.0,3.89,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
HARENDRA SINGH MALIK,Uttar Pradesh,MUZAFFARNAGAR,147000000.0,5762057.0,141237943.0,3.92,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Devusinh Jesingbhai Chauhan,Gujarat,KHEDA,147000000.0,5792617.0,141207383.0,3.94,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
GENIBEN NAGAJI THAKOR,Gujarat,BANASKANTHA,147000000.0,5908841.0,141091159.0,4.02,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BHARAT SINGH KUSHWAH,Madhya Pradesh,GWALIOR,151455276.04,6100989.0,145354287.04,4.03,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BALRAM NAIK PORIKA,Telangana,MAHABUBABAD,147000000.0,5943758.0,141056242.0,4.04,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,147000000.0,5948131.0,141051869.0,4.05,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MANOHAR LAL,Haryana,KARNAL,147000000.0,5946396.0,141053604.0,4.05,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,147000000.0,5995710.0,141004290.0,4.08,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Ajay Bhatt,Uttarakhand,NAINITAL UDHAM SINGH NAG.,147000000.0,6017135.0,140982865.0,4.09,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BIPLAB KUMAR DEB,Tripura,TRIPURA WEST,147000000.0,6101507.0,140898493.0,4.15,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MANOJ TIGGA,West Bengal,ALIPURDUARS(ST),147000000.0,6135972.0,140864028.0,4.17,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BAJRANG MANOHAR SONWANE,Maharashtra,BEED,165899107.19,6971608.0,158927499.19,4.2,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Bhagirath Chaudhary,Rajasthan,AJMER,147000000.0,6187296.0,140812704.0,4.21,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Santosh Pandey,Chhattisgarh,RAJNANDGAON,147000000.0,6216292.0,140783708.0,4.23,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Krishna Prasad Tenneti,Andhra Pradesh,BAPATLA,167796849.11,7116120.0,160680729.11,4.24,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Manickam Tagore B,Tamil Nadu,VIRUDHUNAGAR,147000000.0,6315952.0,140684048.0,4.3,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR. PRASHANT YADAORAO PADOLE,Maharashtra,BHANDARA-GONDIYA,159680283.39,6890076.0,152790207.39,4.31,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri NK Premachandran,Kerala,KOLLAM,171477994.11,7425581.0,164052413.11,4.33,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
KISHORI LAL,Uttar Pradesh,AMETHI,171500000.0,7467102.0,164032898.0,4.35,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SALENG A SANGMA,Meghalaya,TURA,147000000.0,6470000.0,140530000.0,4.4,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri Janardan Singh Sigriwal,Bihar,MAHARAJGANJ_BR,147000000.0,6527284.0,140472716.0,4.44,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
E. TUKARAM,Karnataka,BELLARY(ST),147000000.0,6560785.0,140439215.0,4.46,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
KALI CHARAN SINGH,Jharkhand,CHATRA,147000000.0,6598298.0,140401702.0,4.49,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri vijayakumar Vasanth,Tamil Nadu,KANNIYAKUMARI,171500000.0,7756391.0,163743609.0,4.52,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Vijay Baghel,Chhattisgarh,DURG,147000000.0,6649509.0,140350491.0,4.52,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,147000000.0,6664506.0,140335494.0,4.53,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
NARESH CHANDRA UTTAM PATEL,Uttar Pradesh,FATEHPUR,147000000.0,6695865.0,140304135.0,4.56,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ALOK SHARMA,Madhya Pradesh,BHOPAL,147000000.0,6700000.0,140300000.0,4.56,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Smt Aparajita Sarangi,Odisha,BHUBANESWAR,147420861.41,6728790.0,140692071.41,4.56,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ESWARASAMY K,Tamil Nadu,POLLACHI,162315106.11,7511168.0,154803938.11,4.63,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BABU SINGH KUSHWAHA,Uttar Pradesh,JAUNPUR,147000000.0,6830106.0,140169894.0,4.65,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri  Dharambir Singh,Haryana,BHIWANI MAHENDRAGARH,147000000.0,6854314.0,140145686.0,4.66,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
PRANITI SUSHILKUMAR SHINDE,Maharashtra,SOLAPUR(SC),147000000.0,6941644.0,140058356.0,4.72,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BACHHAV SHOBHA DINESH,Maharashtra,DHULE,147000000.0,6944281.0,140055719.0,4.72,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
GANAPATHY RAJKUMAR P,Tamil Nadu,COIMBATORE,147370490.11,6978208.0,140392282.11,4.74,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR. MANSUKH MANDAVIYA,Gujarat,PORBANDAR,147000000.0,6961124.0,140038876.0,4.74,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
PUSHPENDRA SAROJ,Uttar Pradesh,KAUSHAMBI(SC),147000000.0,7055162.0,139944838.0,4.8,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SHAFI PARAMBIL,Kerala,VADAKARA,147000000.0,7115789.0,139884211.0,4.84,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
KAMAKHYA PRASAD TASA,Assam,Kaziranga,147000000.0,7250248.0,139749752.0,4.93,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Prasun Banerjee,West Bengal,HOWRAH,147000000.0,7288705.0,139711295.0,4.96,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SUKHJINDER SINGH RANDHAWA,Punjab,GURDASPUR,147000000.0,7332383.0,139667617.0,4.99,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Midhun Reddy,Andhra Pradesh,RAJAMPET,178951477.11,8959655.0,169991822.11,5.01,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Kinjarapu Ram Mohan Naidu,Andhra Pradesh,SRIKAKULAM,171200630.11,8569640.0,162630990.11,5.01,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
AJENDRA SINGH LODHI,Uttar Pradesh,HAMIRPUR_UP,147000000.0,7377631.0,139622369.0,5.02,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
K RADHAKRISHNAN,Kerala,ALATHUR(SC),147000000.0,7431950.0,139568050.0,5.06,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MALVINDER SINGH KANG,Punjab,ANANDPUR SAHIB,147000000.0,7509480.0,139490520.0,5.11,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Gumma Thanuja Rani,Andhra Pradesh,ARAKU(ST),149458905.11,7674798.0,141784107.11,5.14,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
