Work_ID,MP_Name,State,Constituency,Work_Type,District,Date,Amount,Payment_Status,work_description,risk_score,risk_level,reason,cost_score,cost_z,cost_ratio,cost_peer_group,mismatch_score,Declared_Work_Type,Predicted_Work_Type,Confidence_In_Declared_Type,conc_score,conc_score_per_work,conc_ratio,portfolio_share,dup_score,dup_similarity,duplicate_of_work_id,dup_amount_corroborated,dup_reason,comparison_group,evidence
WS/MP429/2024-2025/151718,Jyotsna Charandas Mahant,Chhattisgarh,KORBA,Installing hand pumps,KORBA,23-Feb-2026,99675.0,Completed,"Bore khanan work in Kisan Mohalla , Gram - Dumarkachhar, Vikas khand - Pali.",70,Critical - Priority Investigation,"Cost is 1.3x the median for 'Installing hand pumps' works nationally (₹99,675 vs. median ₹73,926, n=234 comparable works). | Description reads as 'Renovation of ponds and lakes', not the declared 'Installing hand pumps' (model gives the declared category only 1.3% match confidence).",40,2483.498966108191,1.348307767226685,national,30,Installing hand pumps,Renovation of ponds and lakes,0.0133,0,0,1.3675949999999997,0.008856370655620555,0,0.0,,False,,Installing hand pumps,"{'cost_anomaly': {'score': 40, 'z': 2483.5, 'ratio_to_peer_median': 1.35, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.0133}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.37, 'portfolio_share': 0.009}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP859/2024-2025/160083,Kalyan Banerjee,West Bengal,SREERAMPUR,Installing community drinking water plants,HOOGHLY,03-Sep-2026,800912.0,Completed,CONSTRUCTION OF JAL SATRA AT DINGALHATI HIGH SCHOOL AT DIGALHATI UNDER KOTALPUR GRAM PANCHAYAT UNDER JANGIPARA DEVELOPMENT BLOCK.,70,Critical - Priority Investigation,"Cost is 2.7x the median for 'Installing community drinking water plants' works in West Bengal (₹800,912 (₹8.01 lakh) vs. median ₹299,901 (₹3.00 lakh), n=14 comparable works). | Description reads as 'Construction of rooms and halls in school and colleges', not the declared 'Installing community drinking water plants' (model gives the declared category only 1.4% match confidence).",40,17.611611652362335,2.6705836522946207,state,30,Installing community drinking water plants,Construction of rooms and halls in school and colleges,0.014,0,0,1.376825214659567,0.02916562578976156,0,0.0,,False,,Installing community drinking water plants,"{'cost_anomaly': {'score': 40, 'z': 17.61, 'ratio_to_peer_median': 2.67, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.014}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.38, 'portfolio_share': 0.029}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP858/2024-2025/176180,Asit Kumar Mal,West Bengal,BOLPUR(SC),Lighting of public spaces,BIRBHUM,11-May-2025,4649010.0,Completed,Installation 10(ten) no 16 mtr Highmast street light at 1. Buniadanga more 2. Abadanga bus stand.3. Kurumba sibtola more.4. Mandira-Majpara more.5.Kapsundi Masjid more.6.Dangal high school more.7.Balarampur tematha more.8.langalhata bus stand.9.Laghosa Masjid more. 10. Bisoypur bus stand.Executing Agency will be E.O. LABPUR PANCHAYET SAMITY,70,Critical - Priority Investigation,"Cost is 12.3x the median for 'Lighting of public spaces' works in West Bengal (₹4,649,010 (₹46.49 lakh) vs. median ₹377,848 (₹3.78 lakh), n=96 comparable works). | Description reads as 'Construction of bus-sheds or bus-stops', not the declared 'Lighting of public spaces' (model gives the declared category only 2.8% match confidence).",40,9.229692370986175,12.303915860345965,state,30,Lighting of public spaces,Construction of bus-sheds or bus-stops,0.0278,0,0,3.7907223166078095,0.11017765175431923,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 9.23, 'ratio_to_peer_median': 12.3, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.0278}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 3.79, 'portfolio_share': 0.11}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18039/2024-2025/152033,RAJESH VERMA,Bihar,KHAGARIA,Lighting of public spaces,KHAGARIA,03-Jul-2025,964000.0,Completed,Supply and installation work of highmask light,70,Critical - Priority Investigation,"Cost is 1.0x the median for 'Lighting of public spaces' works in Bihar (₹964,000 (₹9.64 lakh) vs. median ₹921,000 (₹9.21 lakh), n=102 comparable works). | 100% text-similar AND same claimed amount as another 'Lighting of public spaces' work by the same MP (WS/MP18039/2024-2025/150042) — check for duplicate or split-billed claim.",40,9.759361163599742,1.0466883821932675,state,0,Lighting of public spaces,Lighting of public spaces,0.1069,0,0,8.070431169185424,0.5839695690313833,30,1.0,WS/MP18039/2024-2025/150042,True,100% text-similar AND same claimed amount as another 'Lighting of public spaces' work by the same MP (WS/MP18039/2024-2025/150042) — check for duplicate or split-billed claim.,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 9.76, 'ratio_to_peer_median': 1.05, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.1069}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 8.07, 'portfolio_share': 0.584}, 'duplicate_work': {'score': 30, 'similarity': 1.0, 'duplicate_of_work_id': 'WS/MP18039/2024-2025/150042', 'amount_corroborated': True}}"
WS/MP18137/2025-2026/161334,ANDREW J. SYNGKON,Meghalaya,SHILLONG,Installing community drinking water plants,EAST JAINTIA HILLS,02-Feb-2026,300000.0,Completed,Financial assistance for construction of water tank and pipe lines for Dorbar Dong Pahar,70,Critical - Priority Investigation,"Cost is 1.3x the median for 'Installing community drinking water plants' works nationally (₹300,000 (₹3.00 lakh) vs. median ₹232,814 (₹2.33 lakh), n=187 comparable works). | Description reads as 'Construction of water tanks', not the declared 'Installing community drinking water plants' (model gives the declared category only 2.4% match confidence).",40,141.10089265318484,1.2885823017516125,national,30,Installing community drinking water plants,Construction of water tanks,0.0242,0,0,1.0314430658995497,0.061224489795918366,0,0.0,,False,,Installing community drinking water plants,"{'cost_anomaly': {'score': 40, 'z': 141.1, 'ratio_to_peer_median': 1.29, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.0242}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.03, 'portfolio_share': 0.061}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18138/2024-2025/143328,RICHARD VANLALHMANGAIHA,Mizoram,MIZORAM (ST),Construction of road under bridge,AIZAWL,13-Mar-2025,1500000.0,Completed,Approach road to Tuivai River under Tuivai Bridge,70,Critical - Priority Investigation,"Cost is 3.0x the median for 'Construction of road under bridge' works nationally (₹1,500,000 (₹15.00 lakh) vs. median ₹500,000 (₹5.00 lakh), n=10 comparable works). | Description reads as 'Construction of culverts and bridges', not the declared 'Construction of road under bridge' (model gives the declared category only 1.5% match confidence).",40,724.321344573065,3.0000000000000018,national,30,Construction of road under bridge,Construction of culverts and bridges,0.0149,0,0,1.5557333647586449,0.03359679567201598,0,0.0,,False,,Construction of road under bridge,"{'cost_anomaly': {'score': 40, 'z': 724.32, 'ratio_to_peer_median': 3.0, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.0149}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.56, 'portfolio_share': 0.034}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18039/2024-2025/152032,RAJESH VERMA,Bihar,KHAGARIA,Lighting of public spaces,KHAGARIA,03-Jul-2025,964000.0,Completed,Supply and installation work of highmask light,70,Critical - Priority Investigation,"Cost is 1.0x the median for 'Lighting of public spaces' works in Bihar (₹964,000 (₹9.64 lakh) vs. median ₹921,000 (₹9.21 lakh), n=102 comparable works). | 100% text-similar AND same claimed amount as another 'Lighting of public spaces' work by the same MP (WS/MP18039/2024-2025/150042) — check for duplicate or split-billed claim.",40,9.759361163599742,1.0466883821932675,state,0,Lighting of public spaces,Lighting of public spaces,0.1069,0,0,8.070431169185424,0.5839695690313833,30,1.0,WS/MP18039/2024-2025/150042,True,100% text-similar AND same claimed amount as another 'Lighting of public spaces' work by the same MP (WS/MP18039/2024-2025/150042) — check for duplicate or split-billed claim.,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 9.76, 'ratio_to_peer_median': 1.05, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.1069}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 8.07, 'portfolio_share': 0.584}, 'duplicate_work': {'score': 30, 'similarity': 1.0, 'duplicate_of_work_id': 'WS/MP18039/2024-2025/150042', 'amount_corroborated': True}}"
WS/MP716/2024-2025/141820,Smt Harsimrat Kaur Badal,Punjab,BHATINDA,Purchase of mobile water tankers,BATHINDA,24-Jun-2025,400000.0,Completed,Stainless steel Mobile Water Tank with fire fighting equipment (Capacity 5000 Liter),70,Critical - Priority Investigation,"Cost is 1.7x the median for 'Purchase of mobile water tankers' works in Punjab (₹400,000 (₹4.00 lakh) vs. median ₹240,570 (₹2.41 lakh), n=53 comparable works). | 100% text-similar AND same claimed amount as another 'Purchase of mobile water tankers' work by the same MP (WS/MP716/2024-2025/141819) — check for duplicate or split-billed claim.",40,226.83056831036006,1.6627177121004268,state,0,Purchase of mobile water tankers,Purchase of mobile water tankers,0.3525,0,0,0.3529411764705884,0.07915077549951065,30,1.0,WS/MP716/2024-2025/141819,True,100% text-similar AND same claimed amount as another 'Purchase of mobile water tankers' work by the same MP (WS/MP716/2024-2025/141819) — check for duplicate or split-billed claim.,Purchase of mobile water tankers,"{'cost_anomaly': {'score': 40, 'z': 226.83, 'ratio_to_peer_median': 1.66, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.3525}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.35, 'portfolio_share': 0.079}, 'duplicate_work': {'score': 30, 'similarity': 1.0, 'duplicate_of_work_id': 'WS/MP716/2024-2025/141819', 'amount_corroborated': True}}"
WS/MP18039/2024-2025/152031,RAJESH VERMA,Bihar,KHAGARIA,Lighting of public spaces,KHAGARIA,03-Jul-2025,964000.0,Completed,Supply and installation work of highmask light,70,Critical - Priority Investigation,"Cost is 1.0x the median for 'Lighting of public spaces' works in Bihar (₹964,000 (₹9.64 lakh) vs. median ₹921,000 (₹9.21 lakh), n=102 comparable works). | 100% text-similar AND same claimed amount as another 'Lighting of public spaces' work by the same MP (WS/MP18039/2024-2025/150042) — check for duplicate or split-billed claim.",40,9.759361163599742,1.0466883821932675,state,0,Lighting of public spaces,Lighting of public spaces,0.1204,0,0,8.070431169185424,0.5839695690313833,30,1.0,WS/MP18039/2024-2025/150042,True,100% text-similar AND same claimed amount as another 'Lighting of public spaces' work by the same MP (WS/MP18039/2024-2025/150042) — check for duplicate or split-billed claim.,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 9.76, 'ratio_to_peer_median': 1.05, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.1204}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 8.07, 'portfolio_share': 0.584}, 'duplicate_work': {'score': 30, 'similarity': 1.0, 'duplicate_of_work_id': 'WS/MP18039/2024-2025/150042', 'amount_corroborated': True}}"
WS/MP18220/2025-2026/190779,ANOOP PRADHAN BALMIKI,Uttar Pradesh,HATHRAS (SC),Construction of road under bridge,HATHRAS,07-Aug-2025,931545.0,Completed,Gram Ghatampur Block Sadabad mai Nanak Chand kai Plot se Hari Shankar kai Ghar ki taraf 115 meeter Interlocking work,70,Critical - Priority Investigation,"Cost is 1.9x the median for 'Construction of road under bridge' works nationally (₹931,545 (₹9.32 lakh) vs. median ₹500,000 (₹5.00 lakh), n=10 comparable works). | Description reads as 'Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes', not the declared 'Construction of road under bridge' (model gives the declared category only 0.7% match confidence).",40,410.2440053439406,1.863090000000001,national,30,Construction of road under bridge,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",0.0073,0,0,0.9661570915160612,0.019633550475040472,0,0.0,,False,,Construction of road under bridge,"{'cost_anomaly': {'score': 40, 'z': 410.24, 'ratio_to_peer_median': 1.86, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.0073}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.97, 'portfolio_share': 0.02}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18117/2025-2026/168715,BACHHAV SHOBHA DINESH,Maharashtra,DHULE,"Purchase of smart boards, visual display units and projectors",NASHIK,19-Jun-2025,1000000.0,Completed,Digitalization of 2 Classrooms of kino urdu primary school ramzanpura tal. malegaon dist. nashik,70,Critical - Priority Investigation,"Cost is 5.0x the median for 'Purchase of smart boards, visual display units and projectors' works nationally (₹1,000,000 (₹10.00 lakh) vs. median ₹200,000 (₹2.00 lakh), n=125 comparable works). | Description reads as 'Construction of rooms and halls in school and colleges', not the declared 'Purchase of smart boards, visual display units and projectors' (model gives the declared category only 2.5% match confidence).",40,6.731433876548765,4.999999999999998,national,30,"Purchase of smart boards, visual display units and projectors",Construction of rooms and halls in school and colleges,0.0248,0,0,1.5306249201392363,1.0,0,0.0,,False,,"Purchase of smart boards, visual display units and projectors","{'cost_anomaly': {'score': 40, 'z': 6.73, 'ratio_to_peer_median': 5.0, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.0248}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.53, 'portfolio_share': 1.0}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18191/2025-2026/168790,ARUNA. D. K,Telangana,MAHABUBNAGAR,Lighting of public spaces,Narayanpet,30-Apr-2025,200000.0,Completed,Erection of High Mast with LED Flood Lights at SC Colony Near Ambedkar Statue,70,Critical - Priority Investigation,"Cost is 2.0x the median for 'Lighting of public spaces' works in Telangana (₹200,000 (₹2.00 lakh) vs. median ₹99,976, n=103 comparable works). | 100% text-similar AND same claimed amount as another 'Lighting of public spaces' work by the same MP (WS/MP18191/2025-2026/168789) — check for duplicate or split-billed claim.",40,210.38653122443623,2.0004801152276532,state,0,Lighting of public spaces,Lighting of public spaces,0.2443,0,0,2.5747719179645907,0.7853510660209729,30,1.0,WS/MP18191/2025-2026/168789,True,100% text-similar AND same claimed amount as another 'Lighting of public spaces' work by the same MP (WS/MP18191/2025-2026/168789) — check for duplicate or split-billed claim.,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 210.39, 'ratio_to_peer_median': 2.0, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.2443}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.57, 'portfolio_share': 0.785}, 'duplicate_work': {'score': 30, 'similarity': 1.0, 'duplicate_of_work_id': 'WS/MP18191/2025-2026/168789', 'amount_corroborated': True}}"
WS/MP18084/2024-2025/169407,DR. PRABHA MALLIKARJUN,Karnataka,DAVANAGERE,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Davanagere,23-Mar-2026,2500000.0,Completed,Khabarastan in Davanagere North Constituency near P.B. Road in Davanagere City,70,Critical - Priority Investigation,"Cost is 6.3x the median for 'Crematoriums/energy efficient crematoriums or structures on burial/cremation ground' works nationally (₹2,500,000 (₹25.00 lakh) vs. median ₹399,318 (₹3.99 lakh), n=84 comparable works). | Description reads as 'Construction of roads, link roads, pathways or any other road with or without drainage system', not the declared 'Crematoriums/energy efficient crematoriums or structures on burial/cremation ground' (model gives the declared category only 1.9% match confidence).",40,5.5262095606073185,6.260667662830294,national,30,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Construction of roads, link roads, pathways or any other road with or without drainage system",0.0187,0,0,4.980228492883251,0.5208333333333334,0,0.0,,False,,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"{'cost_anomaly': {'score': 40, 'z': 5.53, 'ratio_to_peer_median': 6.26, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.0187}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 4.98, 'portfolio_share': 0.521}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP484/2024-2025/145610,Mala Roy,West Bengal,KOLKATA DAKSHIN,Lighting of public spaces,KOLKATA,10-Oct-2025,983015.0,Completed,DEVELOPMENT OF LIGHTING SYSTEM AT S.P.MUKHERJEE ROAD AND ADJACENT AREAS IN WARD 84.,70,Critical - Priority Investigation,"Cost is 2.6x the median for 'Lighting of public spaces' works in West Bengal (₹983,015 (₹9.83 lakh) vs. median ₹377,848 (₹3.78 lakh), n=96 comparable works). | Description reads as 'Construction of roads, link roads, pathways or any other road with or without drainage system', not the declared 'Lighting of public spaces' (model gives the declared category only 2.9% match confidence).",40,3.5159751195211477,2.6016149351061815,state,30,Lighting of public spaces,"Construction of roads, link roads, pathways or any other road with or without drainage system",0.0291,0,0,2.008128526487758,0.30201142666034947,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 3.52, 'ratio_to_peer_median': 2.6, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.0291}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.01, 'portfolio_share': 0.302}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP643/2024-2025/164764,Gyaneshwar Patil,Madhya Pradesh,KHANDWA,Installing hand pumps,BURHANPUR,27-Jan-2026,99061.0,Completed,gram mohamadpura civil nyalay mai motorpump sthapna,70,Critical - Priority Investigation,"Cost is 1.3x the median for 'Installing hand pumps' works nationally (₹99,061 vs. median ₹73,926, n=234 comparable works). | Description reads as 'Lighting of public spaces', not the declared 'Installing hand pumps' (model gives the declared category only 1.3% match confidence).",40,2432.149788673948,1.3400021643264877,national,30,Installing hand pumps,Lighting of public spaces,0.0128,0,0,0.49530499999999983,0.005954005560982652,0,0.0,,False,,Installing hand pumps,"{'cost_anomaly': {'score': 40, 'z': 2432.15, 'ratio_to_peer_median': 1.34, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 30, 'declared_type_confidence': 0.0128}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.5, 'portfolio_share': 0.006}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
